Sample	Unique Reads	Duplicate Reads
EGAR00001763399_1000IBD00053_metagenomics_1_paired_fastp_kneaddata_paired_1	8355581.0	1288885.0
EGAR00001763399_1000IBD00053_metagenomics_1_paired_fastp_kneaddata_paired_2	8396968.0	1247498.0
EGAR00001763400_1000IBD00054_metagenomics_1_paired_fastp_kneaddata_paired_1	5076697.0	375462.0
EGAR00001763400_1000IBD00054_metagenomics_1_paired_fastp_kneaddata_paired_2	5088228.0	363931.0
EGAR00001763401_1000IBD00058_metagenomics_1_paired_fastp_kneaddata_paired_1	12134441.0	2553809.0
EGAR00001763401_1000IBD00058_metagenomics_1_paired_fastp_kneaddata_paired_2	12147590.0	2540660.0
EGAR00001763402_1000IBD00059_metagenomics_1_paired_fastp_kneaddata_paired_1	15850883.0	4680742.0
EGAR00001763402_1000IBD00059_metagenomics_1_paired_fastp_kneaddata_paired_2	16047430.0	4484195.0
EGAR00001763403_1000IBD00060_metagenomics_1_paired_fastp_kneaddata_paired_1	8390659.0	1716896.0
EGAR00001763403_1000IBD00060_metagenomics_1_paired_fastp_kneaddata_paired_2	8274027.0	1833528.0
EGAR00001763404_1000IBD00063_metagenomics_1_paired_fastp_kneaddata_paired_1	8373388.0	1745801.0
EGAR00001763404_1000IBD00063_metagenomics_1_paired_fastp_kneaddata_paired_2	8446347.0	1672842.0
EGAR00001763405_1000IBD00064_metagenomics_1_paired_fastp_kneaddata_paired_1	9269171.0	2020368.0
EGAR00001763405_1000IBD00064_metagenomics_1_paired_fastp_kneaddata_paired_2	9346636.0	1942903.0
EGAR00001763406_1000IBD00066_metagenomics_1_paired_fastp_kneaddata_paired_1	12092192.0	2287690.0
EGAR00001763406_1000IBD00066_metagenomics_1_paired_fastp_kneaddata_paired_2	12035565.0	2344317.0
EGAR00001763407_1000IBD00067_metagenomics_1_paired_fastp_kneaddata_paired_1	9543348.0	2352676.0
EGAR00001763407_1000IBD00067_metagenomics_1_paired_fastp_kneaddata_paired_2	9743169.0	2152855.0
EGAR00001763408_1000IBD00068_metagenomics_1_paired_fastp_kneaddata_paired_1	5886765.0	704860.0
EGAR00001763408_1000IBD00068_metagenomics_1_paired_fastp_kneaddata_paired_2	5907582.0	684043.0
EGAR00001763409_1000IBD00069_metagenomics_1_paired_fastp_kneaddata_paired_1	9943935.0	3145360.0
EGAR00001763409_1000IBD00069_metagenomics_1_paired_fastp_kneaddata_paired_2	9983191.0	3106104.0
EGAR00001763410_1000IBD00072_metagenomics_1_paired_fastp_kneaddata_paired_1	10146828.0	2875678.0
EGAR00001763410_1000IBD00072_metagenomics_1_paired_fastp_kneaddata_paired_2	10057158.0	2965348.0
EGAR00001763411_1000IBD00074_metagenomics_1_paired_fastp_kneaddata_paired_1	5920537.0	764002.0
EGAR00001763411_1000IBD00074_metagenomics_1_paired_fastp_kneaddata_paired_2	5933982.0	750557.0
EGAR00001763412_1000IBD00076_metagenomics_1_paired_fastp_kneaddata_paired_1	6118085.0	732192.0
EGAR00001763412_1000IBD00076_metagenomics_1_paired_fastp_kneaddata_paired_2	6137717.0	712560.0
EGAR00001763413_1000IBD00077_metagenomics_1_paired_fastp_kneaddata_paired_1	11032707.0	3079730.0
EGAR00001763413_1000IBD00077_metagenomics_1_paired_fastp_kneaddata_paired_2	11017245.0	3095192.0
EGAR00001763414_1000IBD00078_metagenomics_1_paired_fastp_kneaddata_paired_1	5634410.0	649739.0
EGAR00001763414_1000IBD00078_metagenomics_1_paired_fastp_kneaddata_paired_2	5622734.0	661415.0
EGAR00001763415_1000IBD00082_metagenomics_1_paired_fastp_kneaddata_paired_1	8304965.0	1480855.0
EGAR00001763415_1000IBD00082_metagenomics_1_paired_fastp_kneaddata_paired_2	8271253.0	1514567.0
EGAR00001763416_1000IBD00084_metagenomics_1_paired_fastp_kneaddata_paired_1	9594852.0	1149595.0
EGAR00001763416_1000IBD00084_metagenomics_1_paired_fastp_kneaddata_paired_2	9603206.0	1141241.0
EGAR00001763417_1000IBD00086_metagenomics_1_paired_fastp_kneaddata_paired_1	5465803.0	537075.0
EGAR00001763417_1000IBD00086_metagenomics_1_paired_fastp_kneaddata_paired_2	5477299.0	525579.0
EGAR00001763418_1000IBD00087_metagenomics_1_paired_fastp_kneaddata_paired_1	8333583.0	1231196.0
EGAR00001763418_1000IBD00087_metagenomics_1_paired_fastp_kneaddata_paired_2	8396930.0	1167849.0
EGAR00001763419_1000IBD00088_metagenomics_1_paired_fastp_kneaddata_paired_1	5180603.0	549349.0
EGAR00001763419_1000IBD00088_metagenomics_1_paired_fastp_kneaddata_paired_2	5163649.0	566303.0
EGAR00001763420_1000IBD00095_metagenomics_1_paired_fastp_kneaddata_paired_1	9900033.0	1587968.0
EGAR00001763420_1000IBD00095_metagenomics_1_paired_fastp_kneaddata_paired_2	9962693.0	1525308.0
EGAR00001763421_1000IBD00097_metagenomics_1_paired_fastp_kneaddata_paired_1	10208460.0	2024504.0
EGAR00001763421_1000IBD00097_metagenomics_1_paired_fastp_kneaddata_paired_2	10126389.0	2106575.0
EGAR00001763422_1000IBD00099_metagenomics_1_paired_fastp_kneaddata_paired_1	15753577.0	3021558.0
EGAR00001763422_1000IBD00099_metagenomics_1_paired_fastp_kneaddata_paired_2	15787145.0	2987990.0
EGAR00001763423_1000IBD00100_metagenomics_1_paired_fastp_kneaddata_paired_1	7918401.0	1566077.0
EGAR00001763423_1000IBD00100_metagenomics_1_paired_fastp_kneaddata_paired_2	7954971.0	1529507.0
EGAR00001763424_1000IBD00103_metagenomics_1_paired_fastp_kneaddata_paired_1	4920868.0	645484.0
EGAR00001763424_1000IBD00103_metagenomics_1_paired_fastp_kneaddata_paired_2	4938897.0	627455.0
EGAR00001763425_1000IBD00105_metagenomics_1_paired_fastp_kneaddata_paired_1	14007029.0	3294891.0
EGAR00001763425_1000IBD00105_metagenomics_1_paired_fastp_kneaddata_paired_2	14065329.0	3236591.0
EGAR00001763426_1000IBD00106_metagenomics_1_paired_fastp_kneaddata_paired_1	11751773.0	2854087.0
EGAR00001763426_1000IBD00106_metagenomics_1_paired_fastp_kneaddata_paired_2	11791343.0	2814517.0
EGAR00001763427_1000IBD00107_metagenomics_1_paired_fastp_kneaddata_paired_1	9633129.0	1760148.0
EGAR00001763427_1000IBD00107_metagenomics_1_paired_fastp_kneaddata_paired_2	9656652.0	1736625.0
EGAR00001763428_1000IBD00108_metagenomics_1_paired_fastp_kneaddata_paired_1	6284668.0	945514.0
EGAR00001763428_1000IBD00108_metagenomics_1_paired_fastp_kneaddata_paired_2	6121482.0	1108700.0
EGAR00001763429_1000IBD00109_metagenomics_1_paired_fastp_kneaddata_paired_1	9734546.0	1070689.0
EGAR00001763429_1000IBD00109_metagenomics_1_paired_fastp_kneaddata_paired_2	9476854.0	1328381.0
EGAR00001763431_1000IBD00111_metagenomics_1_paired_fastp_kneaddata_paired_1	8982205.0	1740868.0
EGAR00001763431_1000IBD00111_metagenomics_1_paired_fastp_kneaddata_paired_2	8963780.0	1759293.0
EGAR00001763432_1000IBD00112_metagenomics_1_paired_fastp_kneaddata_paired_1	11084450.0	2177424.0
EGAR00001763432_1000IBD00112_metagenomics_1_paired_fastp_kneaddata_paired_2	10994121.0	2267753.0
EGAR00001763433_1000IBD00114_metagenomics_1_paired_fastp_kneaddata_paired_1	12735146.0	2643088.0
EGAR00001763433_1000IBD00114_metagenomics_1_paired_fastp_kneaddata_paired_2	12173244.0	3204990.0
EGAR00001763434_1000IBD00119_metagenomics_1_paired_fastp_kneaddata_paired_1	6984719.0	1219318.0
EGAR00001763434_1000IBD00119_metagenomics_1_paired_fastp_kneaddata_paired_2	7018681.0	1185356.0
EGAR00001763435_1000IBD00121_metagenomics_1_paired_fastp_kneaddata_paired_1	11307002.0	1907617.0
EGAR00001763435_1000IBD00121_metagenomics_1_paired_fastp_kneaddata_paired_2	11396065.0	1818554.0
EGAR00001763436_1000IBD00122_metagenomics_1_paired_fastp_kneaddata_paired_1	7928880.0	1202510.0
EGAR00001763436_1000IBD00122_metagenomics_1_paired_fastp_kneaddata_paired_2	7973442.0	1157948.0
EGAR00001763437_1000IBD00123_metagenomics_1_paired_fastp_kneaddata_paired_1	9165112.0	1661540.0
EGAR00001763437_1000IBD00123_metagenomics_1_paired_fastp_kneaddata_paired_2	9191977.0	1634675.0
EGAR00001763439_1000IBD00125_metagenomics_1_paired_fastp_kneaddata_paired_1	12280902.0	2378884.0
EGAR00001763439_1000IBD00125_metagenomics_1_paired_fastp_kneaddata_paired_2	12378472.0	2281314.0
EGAR00001763440_1000IBD00126_metagenomics_1_paired_fastp_kneaddata_paired_1	7501514.0	2591761.0
EGAR00001763440_1000IBD00126_metagenomics_1_paired_fastp_kneaddata_paired_2	7593345.0	2499930.0
EGAR00001763441_1000IBD00128_metagenomics_1_paired_fastp_kneaddata_paired_1	11330267.0	2051795.0
EGAR00001763441_1000IBD00128_metagenomics_1_paired_fastp_kneaddata_paired_2	11355872.0	2026190.0
EGAR00001763443_1000IBD00134_metagenomics_1_paired_fastp_kneaddata_paired_1	5390949.0	473756.0
EGAR00001763443_1000IBD00134_metagenomics_1_paired_fastp_kneaddata_paired_2	5399757.0	464948.0
EGAR00001763444_1000IBD00135_metagenomics_1_paired_fastp_kneaddata_paired_1	13229102.0	2495925.0
EGAR00001763444_1000IBD00135_metagenomics_1_paired_fastp_kneaddata_paired_2	13161303.0	2563724.0
EGAR00001763445_1000IBD00137_metagenomics_1_paired_fastp_kneaddata_paired_1	9054457.0	1621338.0
EGAR00001763445_1000IBD00137_metagenomics_1_paired_fastp_kneaddata_paired_2	9107658.0	1568137.0
EGAR00001763446_1000IBD00141_metagenomics_1_paired_fastp_kneaddata_paired_1	8978674.0	1237785.0
EGAR00001763446_1000IBD00141_metagenomics_1_paired_fastp_kneaddata_paired_2	9022511.0	1193948.0
EGAR00001763448_1000IBD00145_metagenomics_1_paired_fastp_kneaddata_paired_1	8635047.0	2216461.0
EGAR00001763448_1000IBD00145_metagenomics_1_paired_fastp_kneaddata_paired_2	8511408.0	2340100.0
EGAR00001763449_1000IBD00146_metagenomics_1_paired_fastp_kneaddata_paired_1	8685693.0	1341155.0
EGAR00001763449_1000IBD00146_metagenomics_1_paired_fastp_kneaddata_paired_2	8654613.0	1372235.0
EGAR00001763450_1000IBD00147_metagenomics_1_paired_fastp_kneaddata_paired_1	9866794.0	1284161.0
EGAR00001763450_1000IBD00147_metagenomics_1_paired_fastp_kneaddata_paired_2	9554365.0	1596590.0
EGAR00001763452_1000IBD00149_metagenomics_1_paired_fastp_kneaddata_paired_1	15436802.0	4939736.0
EGAR00001763452_1000IBD00149_metagenomics_1_paired_fastp_kneaddata_paired_2	15546236.0	4830302.0
EGAR00001763453_1000IBD00150_metagenomics_1_paired_fastp_kneaddata_paired_1	10827532.0	2116296.0
EGAR00001763453_1000IBD00150_metagenomics_1_paired_fastp_kneaddata_paired_2	10914728.0	2029100.0
EGAR00001763454_1000IBD00154_metagenomics_1_paired_fastp_kneaddata_paired_1	11284059.0	2135495.0
EGAR00001763454_1000IBD00154_metagenomics_1_paired_fastp_kneaddata_paired_2	11415360.0	2004194.0
EGAR00001763455_1000IBD00155_metagenomics_1_paired_fastp_kneaddata_paired_1	12418835.0	4033643.0
EGAR00001763455_1000IBD00155_metagenomics_1_paired_fastp_kneaddata_paired_2	12378404.0	4074074.0
EGAR00001763456_1000IBD00156_metagenomics_1_paired_fastp_kneaddata_paired_1	13460282.0	3905844.0
EGAR00001763456_1000IBD00156_metagenomics_1_paired_fastp_kneaddata_paired_2	13495187.0	3870939.0
EGAR00001763457_1000IBD00157_metagenomics_1_paired_fastp_kneaddata_paired_1	9720130.0	2247480.0
EGAR00001763457_1000IBD00157_metagenomics_1_paired_fastp_kneaddata_paired_2	9788704.0	2178906.0
EGAR00001763458_1000IBD00161_metagenomics_1_paired_fastp_kneaddata_paired_1	10970916.0	2400454.0
EGAR00001763458_1000IBD00161_metagenomics_1_paired_fastp_kneaddata_paired_2	11048369.0	2323001.0
EGAR00001763459_1000IBD00167_metagenomics_1_paired_fastp_kneaddata_paired_1	7297087.0	728573.0
EGAR00001763459_1000IBD00167_metagenomics_1_paired_fastp_kneaddata_paired_2	7309038.0	716622.0
EGAR00001763460_1000IBD00171_metagenomics_1_paired_fastp_kneaddata_paired_1	9840832.0	1715715.0
EGAR00001763460_1000IBD00171_metagenomics_1_paired_fastp_kneaddata_paired_2	9862727.0	1693820.0
EGAR00001763461_1000IBD00172_metagenomics_1_paired_fastp_kneaddata_paired_1	12139713.0	2372656.0
EGAR00001763461_1000IBD00172_metagenomics_1_paired_fastp_kneaddata_paired_2	12147714.0	2364655.0
EGAR00001763462_1000IBD00173_metagenomics_1_paired_fastp_kneaddata_paired_1	5742142.0	521758.0
EGAR00001763462_1000IBD00173_metagenomics_1_paired_fastp_kneaddata_paired_2	5752245.0	511655.0
EGAR00001763464_1000IBD00184_metagenomics_1_paired_fastp_kneaddata_paired_1	13853283.0	3179922.0
EGAR00001763464_1000IBD00184_metagenomics_1_paired_fastp_kneaddata_paired_2	14008059.0	3025146.0
EGAR00001763465_1000IBD00185_metagenomics_1_paired_fastp_kneaddata_paired_1	5472059.0	446743.0
EGAR00001763465_1000IBD00185_metagenomics_1_paired_fastp_kneaddata_paired_2	5478727.0	440075.0
EGAR00001763466_1000IBD00187_metagenomics_1_paired_fastp_kneaddata_paired_1	12002423.0	6762654.0
EGAR00001763466_1000IBD00187_metagenomics_1_paired_fastp_kneaddata_paired_2	12137233.0	6627844.0
EGAR00001763467_1000IBD00188_metagenomics_1_paired_fastp_kneaddata_paired_1	5152267.0	701037.0
EGAR00001763467_1000IBD00188_metagenomics_1_paired_fastp_kneaddata_paired_2	5171497.0	681807.0
EGAR00001763469_1000IBD00192_metagenomics_1_paired_fastp_kneaddata_paired_1	9033799.0	1065979.0
EGAR00001763469_1000IBD00192_metagenomics_1_paired_fastp_kneaddata_paired_2	8719838.0	1379940.0
EGAR00001763470_1000IBD00193_metagenomics_1_paired_fastp_kneaddata_paired_1	8674613.0	1203900.0
EGAR00001763470_1000IBD00193_metagenomics_1_paired_fastp_kneaddata_paired_2	8666663.0	1211850.0
EGAR00001763471_1000IBD00194_metagenomics_1_paired_fastp_kneaddata_paired_1	15025873.0	3799911.0
EGAR00001763471_1000IBD00194_metagenomics_1_paired_fastp_kneaddata_paired_2	15175505.0	3650279.0
EGAR00001763472_1000IBD00195_metagenomics_1_paired_fastp_kneaddata_paired_1	4699853.0	591959.0
EGAR00001763472_1000IBD00195_metagenomics_1_paired_fastp_kneaddata_paired_2	4708415.0	583397.0
EGAR00001763473_1000IBD00197_metagenomics_1_paired_fastp_kneaddata_paired_1	12680151.0	3805290.0
EGAR00001763473_1000IBD00197_metagenomics_1_paired_fastp_kneaddata_paired_2	12663513.0	3821928.0
EGAR00001763474_1000IBD00198_metagenomics_1_paired_fastp_kneaddata_paired_1	10475767.0	1510763.0
EGAR00001763474_1000IBD00198_metagenomics_1_paired_fastp_kneaddata_paired_2	10519639.0	1466891.0
EGAR00001763475_1000IBD00200_metagenomics_1_paired_fastp_kneaddata_paired_1	7853791.0	1226955.0
EGAR00001763475_1000IBD00200_metagenomics_1_paired_fastp_kneaddata_paired_2	7581080.0	1499666.0
EGAR00001763476_1000IBD00202_metagenomics_1_paired_fastp_kneaddata_paired_1	6032363.0	648569.0
EGAR00001763476_1000IBD00202_metagenomics_1_paired_fastp_kneaddata_paired_2	6043966.0	636966.0
EGAR00001763477_1000IBD00204_metagenomics_1_paired_fastp_kneaddata_paired_1	9034228.0	1799467.0
EGAR00001763477_1000IBD00204_metagenomics_1_paired_fastp_kneaddata_paired_2	9057983.0	1775712.0
EGAR00001763478_1000IBD00205_metagenomics_1_paired_fastp_kneaddata_paired_1	8869185.0	3000621.0
EGAR00001763478_1000IBD00205_metagenomics_1_paired_fastp_kneaddata_paired_2	8923241.0	2946565.0
EGAR00001763479_1000IBD00206_metagenomics_1_paired_fastp_kneaddata_paired_1	6124341.0	437194.0
EGAR00001763479_1000IBD00206_metagenomics_1_paired_fastp_kneaddata_paired_2	6132316.0	429219.0
EGAR00001763480_1000IBD00208_metagenomics_1_paired_fastp_kneaddata_paired_1	5099073.0	357205.0
EGAR00001763480_1000IBD00208_metagenomics_1_paired_fastp_kneaddata_paired_2	5116069.0	340209.0
EGAR00001763482_1000IBD00215_metagenomics_1_paired_fastp_kneaddata_paired_1	12149325.0	7703975.0
EGAR00001763482_1000IBD00215_metagenomics_1_paired_fastp_kneaddata_paired_2	12323635.0	7529665.0
EGAR00001763483_1000IBD00219_metagenomics_1_paired_fastp_kneaddata_paired_1	5120642.0	495381.0
EGAR00001763483_1000IBD00219_metagenomics_1_paired_fastp_kneaddata_paired_2	5127542.0	488481.0
EGAR00001763484_1000IBD00224_metagenomics_1_paired_fastp_kneaddata_paired_1	8265376.0	2043439.0
EGAR00001763484_1000IBD00224_metagenomics_1_paired_fastp_kneaddata_paired_2	7805360.0	2503455.0
EGAR00001763485_1000IBD00225_metagenomics_1_paired_fastp_kneaddata_paired_1	6434687.0	1747022.0
EGAR00001763485_1000IBD00225_metagenomics_1_paired_fastp_kneaddata_paired_2	6445990.0	1735719.0
EGAR00001763486_1000IBD00228_metagenomics_1_paired_fastp_kneaddata_paired_1	9756910.0	3207197.0
EGAR00001763486_1000IBD00228_metagenomics_1_paired_fastp_kneaddata_paired_2	9821542.0	3142565.0
EGAR00001763487_1000IBD00229_metagenomics_1_paired_fastp_kneaddata_paired_1	6151231.0	675423.0
EGAR00001763487_1000IBD00229_metagenomics_1_paired_fastp_kneaddata_paired_2	6159183.0	667471.0
EGAR00001763488_1000IBD00230_metagenomics_1_paired_fastp_kneaddata_paired_1	9367175.0	2125954.0
EGAR00001763488_1000IBD00230_metagenomics_1_paired_fastp_kneaddata_paired_2	9452664.0	2040465.0
EGAR00001763489_1000IBD00232_metagenomics_1_paired_fastp_kneaddata_paired_1	8970789.0	797101.0
EGAR00001763489_1000IBD00232_metagenomics_1_paired_fastp_kneaddata_paired_2	8801556.0	966334.0
EGAR00001763490_1000IBD00234_metagenomics_1_paired_fastp_kneaddata_paired_1	14137913.0	3367835.0
EGAR00001763490_1000IBD00234_metagenomics_1_paired_fastp_kneaddata_paired_2	14275256.0	3230492.0
EGAR00001763491_1000IBD00235_metagenomics_1_paired_fastp_kneaddata_paired_1	8579537.0	1570158.0
EGAR00001763491_1000IBD00235_metagenomics_1_paired_fastp_kneaddata_paired_2	8626101.0	1523594.0
EGAR00001763492_1000IBD00236_metagenomics_1_paired_fastp_kneaddata_paired_1	5715908.0	671813.0
EGAR00001763492_1000IBD00236_metagenomics_1_paired_fastp_kneaddata_paired_2	5729484.0	658237.0
EGAR00001763493_1000IBD00237_metagenomics_1_paired_fastp_kneaddata_paired_1	18715784.0	5082914.0
EGAR00001763493_1000IBD00237_metagenomics_1_paired_fastp_kneaddata_paired_2	18857793.0	4940905.0
EGAR00001763495_1000IBD00239_metagenomics_1_paired_fastp_kneaddata_paired_1	10513356.0	1479030.0
EGAR00001763495_1000IBD00239_metagenomics_1_paired_fastp_kneaddata_paired_2	10505477.0	1486909.0
EGAR00001763496_1000IBD00248_metagenomics_1_paired_fastp_kneaddata_paired_1	10265254.0	1838240.0
EGAR00001763496_1000IBD00248_metagenomics_1_paired_fastp_kneaddata_paired_2	10134378.0	1969116.0
EGAR00001763497_1000IBD00249_metagenomics_1_paired_fastp_kneaddata_paired_1	10173955.0	1647549.0
EGAR00001763497_1000IBD00249_metagenomics_1_paired_fastp_kneaddata_paired_2	10214921.0	1606583.0
EGAR00001763498_1000IBD00250_metagenomics_1_paired_fastp_kneaddata_paired_1	8882426.0	1515327.0
EGAR00001763498_1000IBD00250_metagenomics_1_paired_fastp_kneaddata_paired_2	8945379.0	1452374.0
EGAR00001763499_1000IBD00252_metagenomics_1_paired_fastp_kneaddata_paired_1	7889017.0	1104275.0
EGAR00001763499_1000IBD00252_metagenomics_1_paired_fastp_kneaddata_paired_2	7932672.0	1060620.0
EGAR00001763500_1000IBD00253_metagenomics_1_paired_fastp_kneaddata_paired_1	10065758.0	1178214.0
EGAR00001763500_1000IBD00253_metagenomics_1_paired_fastp_kneaddata_paired_2	9782960.0	1461012.0
EGAR00001763502_1000IBD00255_metagenomics_1_paired_fastp_kneaddata_paired_1	4869188.0	2188286.0
EGAR00001763502_1000IBD00255_metagenomics_1_paired_fastp_kneaddata_paired_2	4756508.0	2300966.0
EGAR00001763503_1000IBD00256_metagenomics_1_paired_fastp_kneaddata_paired_1	4923887.0	399347.0
EGAR00001763503_1000IBD00256_metagenomics_1_paired_fastp_kneaddata_paired_2	4934344.0	388890.0
EGAR00001763505_1000IBD00264_metagenomics_1_paired_fastp_kneaddata_paired_1	12655984.0	2658184.0
EGAR00001763505_1000IBD00264_metagenomics_1_paired_fastp_kneaddata_paired_2	12746865.0	2567303.0
EGAR00001763506_1000IBD00265_metagenomics_1_paired_fastp_kneaddata_paired_1	5861222.0	592704.0
EGAR00001763506_1000IBD00265_metagenomics_1_paired_fastp_kneaddata_paired_2	5878660.0	575266.0
EGAR00001763507_1000IBD00266_metagenomics_1_paired_fastp_kneaddata_paired_1	8802068.0	1573116.0
EGAR00001763507_1000IBD00266_metagenomics_1_paired_fastp_kneaddata_paired_2	8908066.0	1467118.0
EGAR00001763508_1000IBD00269_metagenomics_1_paired_fastp_kneaddata_paired_1	9773356.0	2157519.0
EGAR00001763508_1000IBD00269_metagenomics_1_paired_fastp_kneaddata_paired_2	9849337.0	2081538.0
EGAR00001763509_1000IBD00273_metagenomics_1_paired_fastp_kneaddata_paired_1	9410094.0	2802564.0
EGAR00001763509_1000IBD00273_metagenomics_1_paired_fastp_kneaddata_paired_2	9611141.0	2601517.0
EGAR00001763510_1000IBD00275_metagenomics_1_paired_fastp_kneaddata_paired_1	8907339.0	1783287.0
EGAR00001763510_1000IBD00275_metagenomics_1_paired_fastp_kneaddata_paired_2	8888278.0	1802348.0
