Sample	Unique Reads	Duplicate Reads
EGAR00001763423_1000IBD00100_metagenomics.2	7754417.0	1844391.0
EGAR00001763424_1000IBD00103_metagenomics.1	4930922.0	757801.0
EGAR00001763424_1000IBD00103_metagenomics.2	4964104.0	724619.0
EGAR00001763425_1000IBD00105_metagenomics.1	13991895.0	3683475.0
EGAR00001763425_1000IBD00105_metagenomics.2	14065646.0	3609724.0
EGAR00001763426_1000IBD00106_metagenomics.1	11451510.0	3341993.0
EGAR00001763426_1000IBD00106_metagenomics.2	11531847.0	3261656.0
EGAR00001763427_1000IBD00107_metagenomics.1	9490475.0	2002051.0
EGAR00001763427_1000IBD00107_metagenomics.2	9520322.0	1972204.0
EGAR00001763428_1000IBD00108_metagenomics.1	6209175.0	1107188.0
EGAR00001763428_1000IBD00108_metagenomics.2	5960610.0	1355753.0
EGAR00001763429_1000IBD00109_metagenomics.1	9827188.0	1156336.0
EGAR00001763429_1000IBD00109_metagenomics.2	9480065.0	1503459.0
EGAR00001763431_1000IBD00111_metagenomics.1	8781575.0	2028595.0
EGAR00001763431_1000IBD00111_metagenomics.2	8758019.0	2052151.0
EGAR00001763432_1000IBD00112_metagenomics.1	11065869.0	2415296.0
EGAR00001763432_1000IBD00112_metagenomics.2	10956905.0	2524260.0
EGAR00001763433_1000IBD00114_metagenomics.1	12529355.0	2982018.0
EGAR00001763433_1000IBD00114_metagenomics.2	11617511.0	3893862.0
EGAR00001763434_1000IBD00119_metagenomics.1	6843490.0	1451599.0
EGAR00001763434_1000IBD00119_metagenomics.2	6906379.0	1388710.0
EGAR00001763435_1000IBD00121_metagenomics.1	11332073.0	2143946.0
EGAR00001763435_1000IBD00121_metagenomics.2	11474651.0	2001368.0
EGAR00001763436_1000IBD00122_metagenomics.1	7955836.0	1365463.0
EGAR00001763436_1000IBD00122_metagenomics.2	8010649.0	1310650.0
EGAR00001763437_1000IBD00123_metagenomics.1	9038605.0	1946732.0
EGAR00001763437_1000IBD00123_metagenomics.2	9094947.0	1890390.0
EGAR00001763439_1000IBD00125_metagenomics.1	12442433.0	2686857.0
EGAR00001763439_1000IBD00125_metagenomics.2	12588940.0	2540350.0
EGAR00001763440_1000IBD00126_metagenomics.1	7168604.0	3043172.0
EGAR00001763440_1000IBD00126_metagenomics.2	7297251.0	2914525.0
EGAR00001763441_1000IBD00128_metagenomics.1	11532956.0	2355766.0
EGAR00001763441_1000IBD00128_metagenomics.2	11588116.0	2300606.0
EGAR00001763443_1000IBD00134_metagenomics.1	5466415.0	541216.0
EGAR00001763443_1000IBD00134_metagenomics.2	5481423.0	526208.0
EGAR00001763444_1000IBD00135_metagenomics.1	13060120.0	2828486.0
EGAR00001763444_1000IBD00135_metagenomics.2	12936630.0	2951976.0
EGAR00001763445_1000IBD00137_metagenomics.1	9308964.0	1920081.0
EGAR00001763445_1000IBD00137_metagenomics.2	9387197.0	1841848.0
EGAR00001763446_1000IBD00141_metagenomics.1	8957115.0	1389571.0
EGAR00001763446_1000IBD00141_metagenomics.2	9032948.0	1313738.0
EGAR00001763448_1000IBD00145_metagenomics.1	8442258.0	2536058.0
EGAR00001763448_1000IBD00145_metagenomics.2	8264691.0	2713625.0
EGAR00001763449_1000IBD00146_metagenomics.1	8605675.0	1507299.0
EGAR00001763449_1000IBD00146_metagenomics.2	8572246.0	1540728.0
EGAR00001763450_1000IBD00147_metagenomics.1	10113831.0	1358059.0
EGAR00001763450_1000IBD00147_metagenomics.2	9735070.0	1736820.0
EGAR00001763452_1000IBD00149_metagenomics.1	15208961.0	5557362.0
EGAR00001763452_1000IBD00149_metagenomics.2	15396838.0	5369485.0
EGAR00001763453_1000IBD00150_metagenomics.1	10716659.0	2409587.0
EGAR00001763453_1000IBD00150_metagenomics.2	10855845.0	2270401.0
EGAR00001763454_1000IBD00154_metagenomics.1	11394649.0	2418640.0
EGAR00001763454_1000IBD00154_metagenomics.2	11573452.0	2239837.0
EGAR00001763455_1000IBD00155_metagenomics.1	11993229.0	4606646.0
EGAR00001763455_1000IBD00155_metagenomics.2	11925995.0	4673880.0
EGAR00001763456_1000IBD00156_metagenomics.1	13054862.0	4453637.0
EGAR00001763456_1000IBD00156_metagenomics.2	13086914.0	4421585.0
EGAR00001763457_1000IBD00157_metagenomics.1	9640638.0	2528020.0
EGAR00001763457_1000IBD00157_metagenomics.2	9739838.0	2428820.0
EGAR00001763458_1000IBD00161_metagenomics.1	10783756.0	2731933.0
EGAR00001763458_1000IBD00161_metagenomics.2	10906586.0	2609103.0
EGAR00001763459_1000IBD00167_metagenomics.1	7346078.0	819281.0
EGAR00001763459_1000IBD00167_metagenomics.2	7368073.0	797286.0
EGAR00001763460_1000IBD00171_metagenomics.1	9788767.0	1929407.0
EGAR00001763460_1000IBD00171_metagenomics.2	9829646.0	1888528.0
EGAR00001763461_1000IBD00172_metagenomics.1	12072245.0	2622264.0
EGAR00001763461_1000IBD00172_metagenomics.2	12074557.0	2619952.0
EGAR00001763462_1000IBD00173_metagenomics.1	5766903.0	596823.0
EGAR00001763462_1000IBD00173_metagenomics.2	5785071.0	578655.0
EGAR00001763464_1000IBD00184_metagenomics.1	13708074.0	3567414.0
EGAR00001763464_1000IBD00184_metagenomics.2	13947772.0	3327716.0
EGAR00001763465_1000IBD00185_metagenomics.1	5518719.0	503617.0
EGAR00001763465_1000IBD00185_metagenomics.2	5533243.0	489093.0
EGAR00001763466_1000IBD00187_metagenomics.1	10992561.0	7974214.0
EGAR00001763466_1000IBD00187_metagenomics.2	11243172.0	7723603.0
EGAR00001763467_1000IBD00188_metagenomics.1	5072716.0	842539.0
EGAR00001763467_1000IBD00188_metagenomics.2	5112658.0	802597.0
EGAR00001763469_1000IBD00192_metagenomics.1	8996340.0	1211165.0
EGAR00001763469_1000IBD00192_metagenomics.2	8530034.0	1677471.0
EGAR00001763470_1000IBD00193_metagenomics.1	8684126.0	1340956.0
EGAR00001763470_1000IBD00193_metagenomics.2	8684448.0	1340634.0
EGAR00001763471_1000IBD00194_metagenomics.1	15038720.0	4341029.0
EGAR00001763471_1000IBD00194_metagenomics.2	15245626.0	4134123.0
EGAR00001763472_1000IBD00195_metagenomics.1	4701383.0	680412.0
EGAR00001763472_1000IBD00195_metagenomics.2	4717364.0	664431.0
EGAR00001763473_1000IBD00197_metagenomics.1	12329139.0	4314770.0
EGAR00001763473_1000IBD00197_metagenomics.2	12323682.0	4320227.0
EGAR00001763474_1000IBD00198_metagenomics.1	10459875.0	1682178.0
EGAR00001763474_1000IBD00198_metagenomics.2	10529293.0	1612760.0
EGAR00001763475_1000IBD00200_metagenomics.1	7830483.0	1354634.0
EGAR00001763475_1000IBD00200_metagenomics.2	7468962.0	1716155.0
EGAR00001763476_1000IBD00202_metagenomics.1	6765081.0	771018.0
EGAR00001763476_1000IBD00202_metagenomics.2	6784964.0	751135.0
EGAR00001763477_1000IBD00204_metagenomics.1	9342972.0	2039785.0
EGAR00001763477_1000IBD00204_metagenomics.2	9378002.0	2004755.0
EGAR00001763478_1000IBD00205_metagenomics.1	8486617.0	3496250.0
EGAR00001763478_1000IBD00205_metagenomics.2	8576756.0	3406111.0
EGAR00001763479_1000IBD00206_metagenomics.1	6231801.0	484764.0
EGAR00001763479_1000IBD00206_metagenomics.2	6248082.0	468483.0
EGAR00001763480_1000IBD00208_metagenomics.1	5238417.0	393142.0
EGAR00001763480_1000IBD00208_metagenomics.2	5261105.0	370454.0
EGAR00001763482_1000IBD00215_metagenomics.1	11468322.0	8744189.0
EGAR00001763482_1000IBD00215_metagenomics.2	11711070.0	8501441.0
EGAR00001763483_1000IBD00219_metagenomics.1	5141701.0	567655.0
EGAR00001763483_1000IBD00219_metagenomics.2	5156224.0	553132.0
EGAR00001763484_1000IBD00224_metagenomics.1	8158142.0	2272364.0
EGAR00001763484_1000IBD00224_metagenomics.2	7521134.0	2909372.0
EGAR00001763485_1000IBD00225_metagenomics.1	6311324.0	1996865.0
EGAR00001763485_1000IBD00225_metagenomics.2	6327375.0	1980814.0
EGAR00001763486_1000IBD00228_metagenomics.1	9587589.0	3653810.0
EGAR00001763486_1000IBD00228_metagenomics.2	9682856.0	3558543.0
EGAR00001763487_1000IBD00229_metagenomics.1	6122743.0	797431.0
EGAR00001763487_1000IBD00229_metagenomics.2	6138866.0	781308.0
EGAR00001763488_1000IBD00230_metagenomics.1	9207966.0	2438725.0
EGAR00001763488_1000IBD00230_metagenomics.2	9328866.0	2317825.0
EGAR00001763489_1000IBD00232_metagenomics.1	9091624.0	853519.0
EGAR00001763489_1000IBD00232_metagenomics.2	8865449.0	1079694.0
EGAR00001763490_1000IBD00234_metagenomics.1	13983718.0	3798747.0
EGAR00001763490_1000IBD00234_metagenomics.2	14164268.0	3618197.0
EGAR00001763491_1000IBD00235_metagenomics.1	8470647.0	1803739.0
EGAR00001763491_1000IBD00235_metagenomics.2	8540985.0	1733401.0
EGAR00001763492_1000IBD00236_metagenomics.1	5707137.0	781703.0
EGAR00001763492_1000IBD00236_metagenomics.2	5730448.0	758392.0
EGAR00001763493_1000IBD00237_metagenomics.1	18564964.0	5645064.0
EGAR00001763493_1000IBD00237_metagenomics.2	18777104.0	5432924.0
EGAR00001763495_1000IBD00239_metagenomics.1	10536157.0	1653851.0
EGAR00001763495_1000IBD00239_metagenomics.2	10520661.0	1669347.0
EGAR00001763496_1000IBD00248_metagenomics.1	10197973.0	2071594.0
EGAR00001763496_1000IBD00248_metagenomics.2	10018300.0	2251267.0
EGAR00001763497_1000IBD00249_metagenomics.1	10163641.0	1838058.0
EGAR00001763497_1000IBD00249_metagenomics.2	10222098.0	1779601.0
EGAR00001763498_1000IBD00250_metagenomics.1	9054475.0	1717728.0
EGAR00001763498_1000IBD00250_metagenomics.2	9145005.0	1627198.0
EGAR00001763499_1000IBD00252_metagenomics.1	8485647.0	1285026.0
EGAR00001763499_1000IBD00252_metagenomics.2	8539224.0	1231449.0
EGAR00001763500_1000IBD00253_metagenomics.1	10177401.0	1275730.0
EGAR00001763500_1000IBD00253_metagenomics.2	9811739.0	1641392.0
EGAR00001763502_1000IBD00255_metagenomics.1	4440433.0	2686836.0
EGAR00001763502_1000IBD00255_metagenomics.2	4237700.0	2889569.0
EGAR00001763503_1000IBD00256_metagenomics.1	4967305.0	453914.0
EGAR00001763503_1000IBD00256_metagenomics.2	4990419.0	430800.0
EGAR00001763505_1000IBD00264_metagenomics.1	12689760.0	3080631.0
EGAR00001763505_1000IBD00264_metagenomics.2	12827079.0	2943312.0
EGAR00001763506_1000IBD00265_metagenomics.1	5863447.0	698233.0
EGAR00001763506_1000IBD00265_metagenomics.2	5892546.0	669134.0
EGAR00001763507_1000IBD00266_metagenomics.1	8959142.0	1779467.0
EGAR00001763507_1000IBD00266_metagenomics.2	9113380.0	1625229.0
EGAR00001763508_1000IBD00269_metagenomics.1	9683731.0	2420669.0
EGAR00001763508_1000IBD00269_metagenomics.2	9790164.0	2314236.0
EGAR00001763509_1000IBD00273_metagenomics.1	9417429.0	3246695.0
EGAR00001763509_1000IBD00273_metagenomics.2	9706825.0	2957299.0
EGAR00001763510_1000IBD00275_metagenomics.1	8648649.0	2123739.0
EGAR00001763510_1000IBD00275_metagenomics.2	8625888.0	2146500.0
EGAR00001763511_1000IBD00277_metagenomics.1	12011595.0	3379928.0
EGAR00001763511_1000IBD00277_metagenomics.2	12075037.0	3316486.0
EGAR00001763512_1000IBD00281_metagenomics.1	6080991.0	1104173.0
EGAR00001763512_1000IBD00281_metagenomics.2	6107626.0	1077538.0
EGAR00001763513_1000IBD00286_metagenomics.1	7679013.0	1615763.0
EGAR00001763513_1000IBD00286_metagenomics.2	7734571.0	1560205.0
EGAR00001763514_1000IBD00287_metagenomics.1	10279376.0	2506241.0
EGAR00001763514_1000IBD00287_metagenomics.2	9816210.0	2969407.0
EGAR00001763515_1000IBD00293_metagenomics.1	10447759.0	2895521.0
EGAR00001763515_1000IBD00293_metagenomics.2	10614141.0	2729139.0
EGAR00001763516_1000IBD00295_metagenomics.1	5296568.0	2801007.0
EGAR00001763516_1000IBD00295_metagenomics.2	5357431.0	2740144.0
EGAR00001763517_1000IBD00296_metagenomics.1	9590918.0	1868002.0
EGAR00001763517_1000IBD00296_metagenomics.2	9573661.0	1885259.0
EGAR00001763519_1000IBD00301_metagenomics.1	9445535.0	2646139.0
EGAR00001763519_1000IBD00301_metagenomics.2	9476472.0	2615202.0
EGAR00001763520_1000IBD00304_metagenomics.1	8907790.0	1591254.0
EGAR00001763520_1000IBD00304_metagenomics.2	9046683.0	1452361.0
EGAR00001763521_1000IBD00308_metagenomics.1	5950319.0	1046393.0
EGAR00001763521_1000IBD00308_metagenomics.2	5907336.0	1089376.0
EGAR00001763522_1000IBD00309_metagenomics.1	7180205.0	1249744.0
EGAR00001763522_1000IBD00309_metagenomics.2	7193862.0	1236087.0
EGAR00001763523_1000IBD00310_metagenomics.1	8820446.0	1757454.0
EGAR00001763523_1000IBD00310_metagenomics.2	8869767.0	1708133.0
EGAR00001763524_1000IBD00311_metagenomics.1	11266587.0	2995674.0
EGAR00001763524_1000IBD00311_metagenomics.2	11373050.0	2889211.0
EGAR00001763526_1000IBD00313_metagenomics.1	5005722.0	484517.0
EGAR00001763526_1000IBD00313_metagenomics.2	5026968.0	463271.0
EGAR00001763527_1000IBD00322_metagenomics.1	4127480.0	257880.0
EGAR00001763527_1000IBD00322_metagenomics.2	4124711.0	260649.0
EGAR00001763528_1000IBD00326_metagenomics.1	10341066.0	1475958.0
EGAR00001763528_1000IBD00326_metagenomics.2	10260920.0	1556104.0
EGAR00001763529_1000IBD00327_metagenomics.1	10138240.0	1637264.0
EGAR00001763529_1000IBD00327_metagenomics.2	10174648.0	1600856.0
EGAR00001763530_1000IBD00328_metagenomics.1	11337760.0	2219108.0
EGAR00001763530_1000IBD00328_metagenomics.2	11363171.0	2193697.0
EGAR00001763531_1000IBD00329_metagenomics.1	3824650.0	301640.0
EGAR00001763531_1000IBD00329_metagenomics.2	3825579.0	300711.0
EGAR00001763532_1000IBD00332_metagenomics.1	4316274.0	304918.0
EGAR00001763532_1000IBD00332_metagenomics.2	4320108.0	301084.0
EGAR00001763533_1000IBD00334_metagenomics.1	9531206.0	1347049.0
EGAR00001763533_1000IBD00334_metagenomics.2	9516221.0	1362034.0
EGAR00001763534_1000IBD00339_metagenomics.1	8935238.0	1354967.0
EGAR00001763534_1000IBD00339_metagenomics.2	9002994.0	1287211.0
EGAR00001763535_1000IBD00341_metagenomics.1	11431793.0	2703212.0
EGAR00001763535_1000IBD00341_metagenomics.2	11480165.0	2654840.0
EGAR00001763536_1000IBD00342_metagenomics.1	8432566.0	2249412.0
EGAR00001763536_1000IBD00342_metagenomics.2	8593683.0	2088295.0
EGAR00001763537_1000IBD00343_metagenomics.1	8783253.0	607010.0
EGAR00001763537_1000IBD00343_metagenomics.2	8679405.0	710858.0
EGAR00001763539_1000IBD00345_metagenomics.1	5510157.0	537753.0
EGAR00001763539_1000IBD00345_metagenomics.2	5525641.0	522269.0
EGAR00001763540_1000IBD00347_metagenomics.1	9922514.0	1533334.0
EGAR00001763540_1000IBD00347_metagenomics.2	9993890.0	1461958.0
EGAR00001763541_1000IBD00349_metagenomics.1	12335924.0	1984085.0
EGAR00001763541_1000IBD00349_metagenomics.2	12287540.0	2032469.0
EGAR00001763544_1000IBD00357_metagenomics.1	5744795.0	581646.0
EGAR00001763544_1000IBD00357_metagenomics.2	5708264.0	618177.0
EGAR00001763545_1000IBD00358_metagenomics.1	5620429.0	509947.0
EGAR00001763545_1000IBD00358_metagenomics.2	5643039.0	487337.0
EGAR00001763547_1000IBD00360_metagenomics.1	5919221.0	561968.0
EGAR00001763547_1000IBD00360_metagenomics.2	5741419.0	739770.0
EGAR00001763548_1000IBD00361_metagenomics.1	5384959.0	593224.0
EGAR00001763548_1000IBD00361_metagenomics.2	5397148.0	581035.0
EGAR00001763549_1000IBD00364_metagenomics.1	9077913.0	2667024.0
EGAR00001763549_1000IBD00364_metagenomics.2	8913453.0	2831484.0
EGAR00001763550_1000IBD00365_metagenomics.1	4578303.0	459411.0
EGAR00001763550_1000IBD00365_metagenomics.2	4593773.0	443941.0
EGAR00001763552_1000IBD00367_metagenomics.1	6385961.0	799287.0
EGAR00001763552_1000IBD00367_metagenomics.2	6372701.0	812547.0
EGAR00001763553_1000IBD00370_metagenomics.1	5549022.0	689226.0
EGAR00001763553_1000IBD00370_metagenomics.2	5578279.0	659969.0
EGAR00001763554_1000IBD00371_metagenomics.1	10004900.0	2402811.0
EGAR00001763554_1000IBD00371_metagenomics.2	10122122.0	2285589.0
EGAR00001763555_1000IBD00374_metagenomics.1	9434913.0	4592017.0
EGAR00001763555_1000IBD00374_metagenomics.2	9300676.0	4726254.0
EGAR00001763556_1000IBD00375_metagenomics.1	9103241.0	1611591.0
EGAR00001763556_1000IBD00375_metagenomics.2	9207906.0	1506926.0
EGAR00001763557_1000IBD00379_metagenomics.1	11278193.0	3146396.0
EGAR00001763557_1000IBD00379_metagenomics.2	11389478.0	3035111.0
EGAR00001763558_1000IBD00384_metagenomics.1	11734573.0	2333335.0
EGAR00001763558_1000IBD00384_metagenomics.2	11739491.0	2328417.0
EGAR00001763559_1000IBD00386_metagenomics.1	10077557.0	3187498.0
EGAR00001763559_1000IBD00386_metagenomics.2	10214590.0	3050465.0
EGAR00001763560_1000IBD00389_metagenomics.1	9011280.0	1575579.0
EGAR00001763560_1000IBD00389_metagenomics.2	9064923.0	1521936.0
EGAR00001763561_1000IBD00390_metagenomics.1	6752157.0	777777.0
EGAR00001763561_1000IBD00390_metagenomics.2	6763562.0	766372.0
EGAR00001763562_1000IBD00393_metagenomics.1	10683133.0	1933860.0
EGAR00001763562_1000IBD00393_metagenomics.2	10832714.0	1784279.0
EGAR00001763563_1000IBD00395_metagenomics.1	5541187.0	724896.0
EGAR00001763563_1000IBD00395_metagenomics.2	5563529.0	702554.0
EGAR00001763565_1000IBD00398_metagenomics.1	10584815.0	2241630.0
EGAR00001763565_1000IBD00398_metagenomics.2	10686645.0	2139800.0
EGAR00001763566_1000IBD00401_metagenomics.1	13289146.0	7299030.0
EGAR00001763566_1000IBD00401_metagenomics.2	13275146.0	7313030.0
EGAR00001763567_1000IBD00403_metagenomics.1	5229205.0	612035.0
EGAR00001763567_1000IBD00403_metagenomics.2	5254669.0	586571.0
EGAR00001763569_1000IBD00407_metagenomics.1	6242548.0	504469.0
EGAR00001763569_1000IBD00407_metagenomics.2	6231732.0	515285.0
EGAR00001763570_1000IBD00408_metagenomics.1	8934500.0	2476726.0
EGAR00001763570_1000IBD00408_metagenomics.2	9030187.0	2381039.0
EGAR00001763571_1000IBD00410_metagenomics.1	7435592.0	1680666.0
EGAR00001763571_1000IBD00410_metagenomics.2	7516921.0	1599337.0
EGAR00001763572_1000IBD00412_metagenomics.1	13912550.0	3633252.0
EGAR00001763572_1000IBD00412_metagenomics.2	13972116.0	3573686.0
EGAR00001763573_1000IBD00416_metagenomics.1	12430854.0	2626781.0
EGAR00001763573_1000IBD00416_metagenomics.2	12142767.0	2914868.0
EGAR00001763574_1000IBD00419_metagenomics.1	7431592.0	1197308.0
EGAR00001763574_1000IBD00419_metagenomics.2	7254302.0	1374598.0
EGAR00001763575_1000IBD00421_metagenomics.1	8857687.0	1628384.0
EGAR00001763575_1000IBD00421_metagenomics.2	8958503.0	1527568.0
EGAR00001763576_1000IBD00423_metagenomics.1	11017471.0	3410732.0
EGAR00001763576_1000IBD00423_metagenomics.2	11171719.0	3256484.0
EGAR00001763577_1000IBD00426_metagenomics.1	10457536.0	2650045.0
EGAR00001763577_1000IBD00426_metagenomics.2	10409776.0	2697805.0
EGAR00001763578_1000IBD00427_metagenomics.1	13323256.0	1953943.0
EGAR00001763578_1000IBD00427_metagenomics.2	13276220.0	2000979.0
EGAR00001763579_1000IBD00431_metagenomics.1	5747954.0	579263.0
EGAR00001763579_1000IBD00431_metagenomics.2	5769503.0	557714.0
EGAR00001763580_1000IBD00433_metagenomics.1	10396636.0	2336840.0
EGAR00001763580_1000IBD00433_metagenomics.2	10578448.0	2155028.0
EGAR00001763581_1000IBD00438_metagenomics.1	8111053.0	1387461.0
EGAR00001763581_1000IBD00438_metagenomics.2	8181847.0	1316667.0
EGAR00001763582_1000IBD00442_metagenomics.1	12058066.0	3208854.0
